#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.178398E-03   0.203543E+08   0.203541E+08   0.229026E+08   0.227825E+08   0.000000E+00   0.203543E+08   0.203543E+08   0.203624E+08  -0.457765E+00   0.993237E+07   0.993231E+07   0.109724E+03
   0.197072E-03   0.203521E+08   0.203518E+08   0.220525E+08   0.219102E+08   0.000000E+00   0.203520E+08   0.203520E+08   0.203598E+08  -0.457700E+00   0.993123E+07   0.993116E+07   0.120049E+03
   0.217702E-03   0.203493E+08   0.203490E+08   0.210546E+08   0.208871E+08   0.000000E+00   0.203492E+08   0.203492E+08   0.203566E+08  -0.457621E+00   0.992985E+07   0.992977E+07   0.131075E+03
   0.240490E-03   0.203459E+08   0.203456E+08   0.198935E+08   0.196978E+08   0.000000E+00   0.203459E+08   0.203459E+08   0.203528E+08  -0.457527E+00   0.992818E+07   0.992807E+07   0.142757E+03
   0.265664E-03   0.203419E+08   0.203414E+08   0.185570E+08   0.183307E+08   0.000000E+00   0.203418E+08   0.203418E+08   0.203483E+08  -0.457414E+00   0.992615E+07   0.992602E+07   0.155015E+03
   0.293474E-03   0.203369E+08   0.203364E+08   0.170392E+08   0.167808E+08   0.000000E+00   0.203368E+08   0.203368E+08   0.203428E+08  -0.457277E+00   0.992369E+07   0.992354E+07   0.167721E+03
   0.324194E-03   0.203310E+08   0.203303E+08   0.153442E+08   0.150536E+08   0.000000E+00   0.203309E+08   0.203309E+08   0.203362E+08  -0.457115E+00   0.992073E+07   0.992055E+07   0.180690E+03
   0.358130E-03   0.203238E+08   0.203230E+08   0.134905E+08   0.131698E+08   0.000000E+00   0.203237E+08   0.203237E+08   0.203284E+08  -0.456921E+00   0.991715E+07   0.991694E+07   0.193669E+03
   0.395618E-03   0.203152E+08   0.203143E+08   0.115160E+08   0.111703E+08   0.000000E+00   0.203151E+08   0.203151E+08   0.203191E+08  -0.456692E+00   0.991286E+07   0.991261E+07   0.206328E+03
   0.437031E-03   0.203049E+08   0.203038E+08   0.948153E+07   0.911992E+07   0.000000E+00   0.203047E+08   0.203047E+08   0.203080E+08  -0.456421E+00   0.990771E+07   0.990743E+07   0.218263E+03
   0.482778E-03   0.202926E+08   0.202912E+08   0.747290E+07   0.710868E+07   0.000000E+00   0.202923E+08   0.202923E+08   0.202949E+08  -0.456104E+00   0.990157E+07   0.990124E+07   0.228995E+03
   0.533315E-03   0.202779E+08   0.202763E+08   0.559630E+07   0.524680E+07   0.000000E+00   0.202776E+08   0.202776E+08   0.202795E+08  -0.455733E+00   0.989425E+07   0.989387E+07   0.237998E+03
   0.589141E-03   0.202605E+08   0.202587E+08   0.396606E+07   0.365113E+07   0.000000E+00   0.202602E+08   0.202602E+08   0.202615E+08  -0.455302E+00   0.988559E+07   0.988516E+07   0.244732E+03
   0.650812E-03   0.202400E+08   0.202379E+08   0.268176E+07   0.242060E+07   0.000000E+00   0.202396E+08   0.202396E+08   0.202405E+08  -0.454804E+00   0.987538E+07   0.987489E+07   0.248703E+03
   0.718937E-03   0.202158E+08   0.202134E+08   0.179686E+07   0.160326E+07   0.000000E+00   0.202154E+08   0.202154E+08   0.202160E+08  -0.454231E+00   0.986339E+07   0.986285E+07   0.249527E+03
   0.794194E-03   0.201876E+08   0.201849E+08   0.128846E+07   0.116536E+07   0.000000E+00   0.201872E+08   0.201872E+08   0.201876E+08  -0.453572E+00   0.984940E+07   0.984881E+07   0.246999E+03
   0.877329E-03   0.201548E+08   0.201517E+08   0.104686E+07   0.982715E+06   0.000000E+00   0.201543E+08   0.201543E+08   0.201546E+08  -0.452815E+00   0.983315E+07   0.983252E+07   0.241127E+03
   0.969167E-03   0.201166E+08   0.201133E+08   0.907200E+06   0.877437E+06   0.000000E+00   0.201161E+08   0.201161E+08   0.201164E+08  -0.451946E+00   0.981435E+07   0.981368E+07   0.232126E+03
   0.107062E-02   0.200726E+08   0.200690E+08   0.728933E+06   0.704682E+06   0.000000E+00   0.200720E+08   0.200720E+08   0.200723E+08  -0.450947E+00   0.979269E+07   0.979198E+07   0.220361E+03
   0.118269E-02   0.200219E+08   0.200181E+08   0.484228E+06   0.445705E+06   0.000000E+00   0.200212E+08   0.200212E+08   0.200214E+08  -0.449799E+00   0.976779E+07   0.976706E+07   0.206271E+03
   0.130649E-02   0.199636E+08   0.199597E+08   0.269149E+06   0.214766E+06   0.000000E+00   0.199630E+08   0.199630E+08   0.199631E+08  -0.448483E+00   0.973927E+07   0.973852E+07   0.190357E+03
   0.144325E-02   0.198970E+08   0.198929E+08   0.181756E+06   0.123588E+06   0.000000E+00   0.198963E+08   0.198963E+08   0.198964E+08  -0.446979E+00   0.970665E+07   0.970590E+07   0.173242E+03
   0.159433E-02   0.198209E+08   0.198168E+08   0.174839E+06   0.476641E+06   0.000000E+00   0.198202E+08   0.198202E+08   0.198204E+08  -0.445267E+00   0.966944E+07   0.966869E+07   0.155741E+03
   0.176122E-02   0.197344E+08   0.197303E+08   0.117606E+06   0.388884E+06   0.000000E+00   0.197337E+08   0.197337E+08   0.197338E+08  -0.443320E+00   0.962716E+07   0.962643E+07   0.138767E+03
   0.194558E-02   0.196363E+08   0.196322E+08   0.291106E+05   0.317091E+06   0.000000E+00   0.196356E+08   0.196356E+08   0.196356E+08  -0.441113E+00   0.957923E+07   0.957851E+07   0.123113E+03
   0.214924E-02   0.195253E+08   0.195212E+08   0.243812E+05   0.258375E+06   0.000000E+00   0.195246E+08   0.195246E+08   0.195247E+08  -0.438618E+00   0.952505E+07   0.952434E+07   0.109319E+03
   0.237422E-02   0.194002E+08   0.193961E+08   0.294108E+05   0.210372E+06   0.000000E+00   0.193995E+08   0.193995E+08   0.193996E+08  -0.435806E+00   0.946398E+07   0.946329E+07   0.976536E+02
   0.262275E-02   0.192597E+08   0.192554E+08  -0.566396E+04   0.171143E+06   0.000000E+00   0.192590E+08   0.192590E+08   0.192590E+08  -0.432648E+00   0.939539E+07   0.939469E+07   0.879796E+02
   0.289729E-02   0.191023E+08   0.190979E+08   0.434466E+04   0.139099E+06   0.000000E+00   0.191016E+08   0.191016E+08   0.191016E+08  -0.429111E+00   0.931858E+07   0.931788E+07   0.797466E+02
   0.320057E-02   0.189267E+08   0.189221E+08  -0.122523E+05   0.112938E+06   0.000000E+00   0.189259E+08   0.189259E+08   0.189260E+08  -0.425164E+00   0.923287E+07   0.923218E+07   0.723115E+02
   0.353560E-02   0.187315E+08   0.187265E+08  -0.949485E+04   0.915931E+05   0.000000E+00   0.187306E+08   0.187306E+08   0.187307E+08  -0.420776E+00   0.913757E+07   0.913688E+07   0.652123E+02
   0.390571E-02   0.185151E+08   0.185099E+08  -0.173812E+05   0.741899E+05   0.000000E+00   0.185143E+08   0.185143E+08   0.185143E+08  -0.415914E+00   0.903199E+07   0.903131E+07   0.584408E+02
   0.431455E-02   0.182763E+08   0.182708E+08  -0.852014E+04   0.600112E+05   0.000000E+00   0.182753E+08   0.182753E+08   0.182753E+08  -0.410547E+00   0.891543E+07   0.891476E+07   0.522907E+02
   0.476619E-02   0.180135E+08   0.180076E+08  -0.551111E+04   0.484696E+05   0.000000E+00   0.180125E+08   0.180125E+08   0.180125E+08  -0.404642E+00   0.878720E+07   0.878653E+07   0.469584E+02
   0.526510E-02   0.177255E+08   0.177191E+08  -0.927321E+04   0.390836E+05   0.000000E+00   0.177244E+08   0.177244E+08   0.177244E+08  -0.398169E+00   0.864663E+07   0.864597E+07   0.422738E+02
   0.581624E-02   0.174109E+08   0.174039E+08  -0.786590E+04   0.314589E+05   0.000000E+00   0.174097E+08   0.174097E+08   0.174097E+08  -0.391099E+00   0.849311E+07   0.849244E+07   0.379545E+02
   0.642508E-02   0.170685E+08   0.170608E+08  -0.865245E+04   0.252722E+05   0.000000E+00   0.170672E+08   0.170672E+08   0.170672E+08  -0.383405E+00   0.832601E+07   0.832536E+07   0.340013E+02
   0.709764E-02   0.166971E+08   0.166885E+08  -0.661611E+04   0.202588E+05   0.000000E+00   0.166957E+08   0.166957E+08   0.166957E+08  -0.375059E+00   0.814477E+07   0.814412E+07   0.305292E+02
   0.784061E-02   0.162957E+08   0.162861E+08  -0.420256E+04   0.162019E+05   0.000000E+00   0.162940E+08   0.162940E+08   0.162940E+08  -0.366037E+00   0.794885E+07   0.794820E+07   0.274282E+02
   0.866135E-02   0.158631E+08   0.158523E+08  -0.345488E+04   0.129242E+05   0.000000E+00   0.158613E+08   0.158613E+08   0.158613E+08  -0.356315E+00   0.773774E+07   0.773710E+07   0.246260E+02
   0.956801E-02   0.153985E+08   0.153863E+08  -0.399556E+04   0.102805E+05   0.000000E+00   0.153965E+08   0.153965E+08   0.153965E+08  -0.345873E+00   0.751098E+07   0.751035E+07   0.221514E+02
   0.105696E-01   0.149011E+08   0.148871E+08  -0.195369E+04   0.815216E+04   0.000000E+00   0.148987E+08   0.148987E+08   0.148987E+08  -0.334692E+00   0.726817E+07   0.726754E+07   0.199386E+02
   0.116760E-01   0.143700E+08   0.143540E+08  -0.248888E+04   0.644210E+04   0.000000E+00   0.143673E+08   0.143673E+08   0.143673E+08  -0.322754E+00   0.700892E+07   0.700829E+07   0.179783E+02
   0.128982E-01   0.138047E+08   0.137865E+08  -0.156911E+04   0.507121E+04   0.000000E+00   0.138017E+08   0.138017E+08   0.138017E+08  -0.310047E+00   0.673298E+07   0.673236E+07   0.162359E+02
   0.142484E-01   0.132050E+08   0.131841E+08  -0.157544E+04   0.397496E+04   0.000000E+00   0.132015E+08   0.132015E+08   0.132015E+08  -0.296565E+00   0.644022E+07   0.643959E+07   0.146912E+02
   0.157398E-01   0.125711E+08   0.125472E+08  -0.125995E+04   0.310078E+04   0.000000E+00   0.125671E+08   0.125671E+08   0.125671E+08  -0.282312E+00   0.613071E+07   0.613008E+07   0.133159E+02
   0.173875E-01   0.119307E+08   0.119035E+08  -0.887971E+03   0.241138E+04   0.000000E+00   0.119262E+08   0.119262E+08   0.119262E+08  -0.267914E+00   0.581804E+07   0.581741E+07   0.121049E+02
   0.192076E-01   0.112357E+08   0.112049E+08  -0.838877E+03   0.186077E+04   0.000000E+00   0.112305E+08   0.112305E+08   0.112305E+08  -0.252287E+00   0.547868E+07   0.547805E+07   0.109958E+02
   0.212182E-01   0.105129E+08   0.104784E+08  -0.634587E+03   0.142661E+04   0.000000E+00   0.105071E+08   0.105071E+08   0.105071E+08  -0.236035E+00   0.512578E+07   0.512514E+07   0.998105E+01
   0.234392E-01   0.974858E+07   0.971049E+07  -0.462084E+03   0.108394E+04   0.000000E+00   0.974218E+07   0.974218E+07   0.974218E+07  -0.218852E+00   0.475264E+07   0.475200E+07   0.902504E+01
   0.258928E-01   0.898689E+07   0.894538E+07  -0.385221E+03   0.818750E+03   0.000000E+00   0.897992E+07   0.897992E+07   0.897992E+07  -0.201729E+00   0.438078E+07   0.438015E+07   0.812103E+01
   0.286032E-01   0.823384E+07   0.818950E+07  -0.288972E+03   0.614634E+03   0.000000E+00   0.822639E+07   0.822639E+07   0.822639E+07  -0.184801E+00   0.401319E+07   0.401256E+07   0.724361E+01
   0.315974E-01   0.747931E+07   0.743316E+07  -0.206572E+03   0.457453E+03   0.000000E+00   0.747156E+07   0.747156E+07   0.747156E+07  -0.167844E+00   0.364495E+07   0.364435E+07   0.636317E+01
   0.349049E-01   0.675985E+07   0.671334E+07  -0.168838E+03   0.338765E+03   0.000000E+00   0.675204E+07   0.675204E+07   0.675204E+07  -0.151681E+00   0.329394E+07   0.329337E+07   0.547732E+01
   0.385587E-01   0.609153E+07   0.604651E+07  -0.121598E+03   0.250138E+03   0.000000E+00   0.608397E+07   0.608397E+07   0.608397E+07  -0.136673E+00   0.296803E+07   0.296750E+07   0.458531E+01
   0.425950E-01   0.549286E+07   0.545144E+07  -0.824343E+02   0.184829E+03   0.000000E+00   0.548591E+07   0.548591E+07   0.548591E+07  -0.123238E+00   0.267627E+07   0.267580E+07   0.370287E+01
   0.468545E-01   0.499550E+07   0.495940E+07   0.138927E+03   0.138927E+03   0.000000E+00   0.498944E+07   0.498944E+07   0.498944E+07  -0.112085E+00   0.243405E+07   0.243365E+07   0.290088E+01
   0.511140E-01   0.461178E+07   0.458175E+07   0.107783E+03   0.107783E+03   0.000000E+00   0.460674E+07   0.460674E+07   0.460674E+07  -0.103488E+00   0.224735E+07   0.224701E+07   0.223238E+01
   0.553735E-01   0.430325E+07   0.427916E+07   0.857081E+02   0.857081E+02   0.000000E+00   0.429920E+07   0.429920E+07   0.429920E+07  -0.965790E-01   0.209732E+07   0.209704E+07   0.170496E+01
   0.596330E-01   0.404196E+07   0.402300E+07   0.694248E+02   0.694248E+02   0.000000E+00   0.403877E+07   0.403877E+07   0.403877E+07  -0.907287E-01   0.197027E+07   0.197003E+07   0.131341E+01
   0.638925E-01   0.380900E+07   0.379388E+07   0.569980E+02   0.569980E+02   0.000000E+00   0.380646E+07   0.380646E+07   0.380646E+07  -0.855098E-01   0.185693E+07   0.185673E+07   0.104418E+01
   0.681520E-01   0.358957E+07   0.357682E+07   0.472133E+02   0.472133E+02   0.000000E+00   0.358743E+07   0.358743E+07   0.358743E+07  -0.805894E-01   0.175008E+07   0.174990E+07   0.876151E+00
   0.724115E-01   0.337828E+07   0.336647E+07   0.393608E+02   0.393608E+02   0.000000E+00   0.337630E+07   0.337630E+07   0.337630E+07  -0.758466E-01   0.164708E+07   0.164691E+07   0.784760E+00
   0.766710E-01   0.316016E+07   0.314816E+07   0.328404E+02   0.328404E+02   0.000000E+00   0.315815E+07   0.315815E+07   0.315815E+07  -0.709459E-01   0.154066E+07   0.154049E+07   0.741445E+00
   0.809305E-01   0.294408E+07   0.293116E+07   0.274564E+02   0.274564E+02   0.000000E+00   0.294191E+07   0.294191E+07   0.294191E+07  -0.660883E-01   0.143518E+07   0.143500E+07   0.723817E+00
   0.851900E-01   0.273629E+07   0.272218E+07   0.230275E+02   0.230275E+02   0.000000E+00   0.273392E+07   0.273392E+07   0.273392E+07  -0.614159E-01   0.133371E+07   0.133353E+07   0.712897E+00
   0.894495E-01   0.254282E+07   0.252766E+07   0.194072E+02   0.194072E+02   0.000000E+00   0.254028E+07   0.254028E+07   0.254028E+07  -0.570658E-01   0.123925E+07   0.123906E+07   0.695393E+00
   0.957781E-01   0.229258E+07   0.227677E+07   0.152590E+02   0.152590E+02   0.000000E+00   0.228993E+07   0.228993E+07   0.228993E+07  -0.514418E-01   0.111712E+07   0.111694E+07   0.643186E+00
   0.102107E+00   0.209721E+07   0.208215E+07   0.122813E+02   0.122813E+02   0.000000E+00   0.209468E+07   0.209468E+07   0.209468E+07  -0.470558E-01   0.102187E+07   0.102170E+07   0.559537E+00
   0.108435E+00   0.195538E+07   0.194229E+07   0.101540E+02   0.101540E+02   0.000000E+00   0.195319E+07   0.195319E+07   0.195319E+07  -0.438772E-01   0.952844E+06   0.952695E+06   0.459205E+00
   0.114764E+00   0.185005E+07   0.183947E+07   0.857811E+01   0.857811E+01   0.000000E+00   0.184828E+07   0.184828E+07   0.184828E+07  -0.415204E-01   0.901661E+06   0.901537E+06   0.362198E+00
   0.121093E+00   0.176121E+07   0.175291E+07   0.733614E+01   0.733614E+01   0.000000E+00   0.175982E+07   0.175982E+07   0.175982E+07  -0.395332E-01   0.858504E+06   0.858401E+06   0.284928E+00
   0.127422E+00   0.167459E+07   0.166781E+07   0.630034E+01   0.630034E+01   0.000000E+00   0.167345E+07   0.167345E+07   0.167345E+07  -0.375930E-01   0.816370E+06   0.816280E+06   0.235157E+00
   0.133750E+00   0.158124E+07   0.157502E+07   0.539958E+01   0.539958E+01   0.000000E+00   0.158020E+07   0.158020E+07   0.158020E+07  -0.354982E-01   0.770878E+06   0.770794E+06   0.211013E+00
   0.140079E+00   0.147949E+07   0.147304E+07   0.460560E+01   0.460560E+01   0.000000E+00   0.147841E+07   0.147841E+07   0.147841E+07  -0.332116E-01   0.721224E+06   0.721138E+06   0.203938E+00
   0.146408E+00   0.137597E+07   0.136892E+07   0.392054E+01   0.392054E+01   0.000000E+00   0.137479E+07   0.137479E+07   0.137479E+07  -0.308838E-01   0.670675E+06   0.670586E+06   0.203302E+00
   0.152736E+00   0.127981E+07   0.127222E+07   0.335015E+01   0.335015E+01   0.000000E+00   0.127853E+07   0.127853E+07   0.127853E+07  -0.287214E-01   0.623718E+06   0.623627E+06   0.200263E+00
   0.159065E+00   0.119721E+07   0.118947E+07   0.288926E+01   0.288926E+01   0.000000E+00   0.119591E+07   0.119591E+07   0.119591E+07  -0.268654E-01   0.583413E+06   0.583323E+06   0.190030E+00
   0.165394E+00   0.113094E+07   0.112356E+07   0.252444E+01   0.252444E+01   0.000000E+00   0.112970E+07   0.112970E+07   0.112970E+07  -0.253781E-01   0.551115E+06   0.551030E+06   0.172370E+00
   0.171722E+00   0.108007E+07   0.107344E+07   0.223660E+01   0.223660E+01   0.000000E+00   0.107896E+07   0.107896E+07   0.107896E+07  -0.242381E-01   0.526358E+06   0.526281E+06   0.150386E+00
   0.178051E+00   0.103970E+07   0.103398E+07   0.200288E+01   0.200288E+01   0.000000E+00   0.103874E+07   0.103874E+07   0.103874E+07  -0.233346E-01   0.506737E+06   0.506668E+06   0.128428E+00
   0.184380E+00   0.100339E+07   0.998492E+06   0.180271E+01   0.180271E+01   0.000000E+00   0.100257E+07   0.100257E+07   0.100257E+07  -0.225221E-01   0.489091E+06   0.489030E+06   0.110221E+00
   0.190708E+00   0.966098E+06   0.961750E+06   0.162252E+01   0.162252E+01   0.000000E+00   0.965368E+06   0.965368E+06   0.965368E+06  -0.216864E-01   0.470943E+06   0.470887E+06   0.977073E-01
   0.197037E+00   0.925336E+06   0.921209E+06   0.145585E+01   0.145585E+01   0.000000E+00   0.924643E+06   0.924643E+06   0.924643E+06  -0.207716E-01   0.451076E+06   0.451022E+06   0.907597E-01
   0.203366E+00   0.881466E+06   0.877295E+06   0.130179E+01   0.130179E+01   0.000000E+00   0.880765E+06   0.880765E+06   0.880765E+06  -0.197859E-01   0.429671E+06   0.429617E+06   0.876939E-01
   0.209694E+00   0.837031E+06   0.832690E+06   0.116259E+01   0.116259E+01   0.000000E+00   0.836302E+06   0.836302E+06   0.836302E+06  -0.187870E-01   0.407981E+06   0.407926E+06   0.861948E-01
   0.216023E+00   0.795012E+06   0.790525E+06   0.104040E+01   0.104040E+01   0.000000E+00   0.794258E+06   0.794258E+06   0.794258E+06  -0.178425E-01   0.387471E+06   0.387416E+06   0.842060E-01
   0.222352E+00   0.757730E+06   0.753229E+06   0.935917E+00   0.935917E+00   0.000000E+00   0.756974E+06   0.756974E+06   0.756974E+06  -0.170050E-01   0.369282E+06   0.369228E+06   0.805396E-01
   0.228680E+00   0.726427E+06   0.722084E+06   0.848273E+00   0.848273E+00   0.000000E+00   0.725698E+06   0.725698E+06   0.725698E+06  -0.163024E-01   0.354024E+06   0.353973E+06   0.750593E-01
   0.235009E+00   0.700642E+06   0.696594E+06   0.774716E+00   0.774716E+00   0.000000E+00   0.699962E+06   0.699962E+06   0.699962E+06  -0.157242E-01   0.341469E+06   0.341421E+06   0.684369E-01
   0.241338E+00   0.678518E+06   0.674827E+06   0.711461E+00   0.711461E+00   0.000000E+00   0.677898E+06   0.677898E+06   0.677898E+06  -0.152286E-01   0.330705E+06   0.330660E+06   0.617065E-01
   0.247667E+00   0.658076E+06   0.654715E+06   0.655249E+00   0.655249E+00   0.000000E+00   0.657511E+06   0.657511E+06   0.657511E+06  -0.147706E-01   0.320759E+06   0.320718E+06   0.558304E-01
   0.253995E+00   0.637725E+06   0.634605E+06   0.603758E+00   0.603758E+00   0.000000E+00   0.637201E+06   0.637201E+06   0.637201E+06  -0.143143E-01   0.310851E+06   0.310812E+06   0.513709E-01
   0.260324E+00   0.616370E+06   0.613379E+06   0.555517E+00   0.555517E+00   0.000000E+00   0.615868E+06   0.615868E+06   0.615868E+06  -0.138351E-01   0.300444E+06   0.300406E+06   0.483712E-01
   0.266653E+00   0.593974E+06   0.591016E+06   0.510211E+00   0.510211E+00   0.000000E+00   0.593477E+06   0.593477E+06   0.593477E+06  -0.133321E-01   0.289521E+06   0.289484E+06   0.464653E-01
   0.272981E+00   0.571468E+06   0.568494E+06   0.468365E+00   0.468365E+00   0.000000E+00   0.570969E+06   0.570969E+06   0.570969E+06  -0.128265E-01   0.278541E+06   0.278504E+06   0.450922E-01
   0.279310E+00   0.549910E+06   0.546918E+06   0.430486E+00   0.430486E+00   0.000000E+00   0.549407E+06   0.549407E+06   0.549407E+06  -0.123421E-01   0.268022E+06   0.267986E+06   0.437110E-01
   0.285639E+00   0.530098E+06   0.527130E+06   0.396782E+00   0.396782E+00   0.000000E+00   0.529600E+06   0.529600E+06   0.529600E+06  -0.118971E-01   0.258360E+06   0.258324E+06   0.419730E-01
   0.291967E+00   0.512507E+06   0.509618E+06   0.367162E+00   0.367162E+00   0.000000E+00   0.512022E+06   0.512022E+06   0.512022E+06  -0.115023E-01   0.249784E+06   0.249750E+06   0.397934E-01
   0.298296E+00   0.497044E+06   0.494283E+06   0.341140E+00   0.341140E+00   0.000000E+00   0.496580E+06   0.496580E+06   0.496580E+06  -0.111554E-01   0.242251E+06   0.242218E+06   0.373087E-01
   0.304625E+00   0.483153E+06   0.480544E+06   0.317979E+00   0.317979E+00   0.000000E+00   0.482715E+06   0.482715E+06   0.482715E+06  -0.108439E-01   0.235487E+06   0.235455E+06   0.347744E-01
