#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.178398E-03   0.203543E+08   0.203541E+08   0.229026E+08   0.227825E+08   0.000000E+00   0.203543E+08   0.203543E+08   0.203624E+08  -0.457765E+00   0.993237E+07   0.993231E+07   0.109724E+03
   0.197072E-03   0.203521E+08   0.203518E+08   0.220525E+08   0.219102E+08   0.000000E+00   0.203520E+08   0.203520E+08   0.203598E+08  -0.457700E+00   0.993123E+07   0.993116E+07   0.120049E+03
   0.217702E-03   0.203493E+08   0.203490E+08   0.210546E+08   0.208871E+08   0.000000E+00   0.203492E+08   0.203492E+08   0.203566E+08  -0.457621E+00   0.992985E+07   0.992977E+07   0.131075E+03
   0.240490E-03   0.203459E+08   0.203456E+08   0.198935E+08   0.196978E+08   0.000000E+00   0.203459E+08   0.203459E+08   0.203528E+08  -0.457527E+00   0.992818E+07   0.992807E+07   0.142757E+03
   0.265664E-03   0.203419E+08   0.203414E+08   0.185570E+08   0.183307E+08   0.000000E+00   0.203418E+08   0.203418E+08   0.203483E+08  -0.457414E+00   0.992615E+07   0.992602E+07   0.155015E+03
   0.293474E-03   0.203369E+08   0.203364E+08   0.170392E+08   0.167808E+08   0.000000E+00   0.203368E+08   0.203368E+08   0.203428E+08  -0.457277E+00   0.992369E+07   0.992354E+07   0.167721E+03
   0.324194E-03   0.203310E+08   0.203303E+08   0.153442E+08   0.150536E+08   0.000000E+00   0.203309E+08   0.203309E+08   0.203362E+08  -0.457115E+00   0.992073E+07   0.992055E+07   0.180690E+03
   0.358130E-03   0.203238E+08   0.203230E+08   0.134905E+08   0.131698E+08   0.000000E+00   0.203237E+08   0.203237E+08   0.203284E+08  -0.456921E+00   0.991715E+07   0.991694E+07   0.193669E+03
   0.395618E-03   0.203152E+08   0.203143E+08   0.115160E+08   0.111703E+08   0.000000E+00   0.203151E+08   0.203151E+08   0.203191E+08  -0.456692E+00   0.991286E+07   0.991261E+07   0.206328E+03
   0.437031E-03   0.203049E+08   0.203038E+08   0.948153E+07   0.911992E+07   0.000000E+00   0.203047E+08   0.203047E+08   0.203080E+08  -0.456421E+00   0.990771E+07   0.990743E+07   0.218263E+03
   0.482778E-03   0.202926E+08   0.202912E+08   0.747290E+07   0.710868E+07   0.000000E+00   0.202923E+08   0.202923E+08   0.202949E+08  -0.456104E+00   0.990157E+07   0.990124E+07   0.228995E+03
   0.533315E-03   0.202779E+08   0.202763E+08   0.559630E+07   0.524680E+07   0.000000E+00   0.202776E+08   0.202776E+08   0.202795E+08  -0.455733E+00   0.989425E+07   0.989387E+07   0.237998E+03
   0.589141E-03   0.202605E+08   0.202587E+08   0.396606E+07   0.365113E+07   0.000000E+00   0.202602E+08   0.202602E+08   0.202615E+08  -0.455302E+00   0.988559E+07   0.988516E+07   0.244732E+03
   0.650812E-03   0.202400E+08   0.202379E+08   0.268176E+07   0.242060E+07   0.000000E+00   0.202396E+08   0.202396E+08   0.202405E+08  -0.454804E+00   0.987538E+07   0.987489E+07   0.248703E+03
   0.718937E-03   0.202158E+08   0.202134E+08   0.179686E+07   0.160326E+07   0.000000E+00   0.202154E+08   0.202154E+08   0.202160E+08  -0.454231E+00   0.986339E+07   0.986285E+07   0.249527E+03
   0.794194E-03   0.201876E+08   0.201849E+08   0.128846E+07   0.116536E+07   0.000000E+00   0.201872E+08   0.201872E+08   0.201876E+08  -0.453572E+00   0.984940E+07   0.984881E+07   0.246999E+03
   0.877329E-03   0.201548E+08   0.201517E+08   0.104686E+07   0.982715E+06   0.000000E+00   0.201543E+08   0.201543E+08   0.201546E+08  -0.452815E+00   0.983315E+07   0.983252E+07   0.241127E+03
   0.969167E-03   0.201166E+08   0.201133E+08   0.907200E+06   0.877437E+06   0.000000E+00   0.201161E+08   0.201161E+08   0.201164E+08  -0.451946E+00   0.981435E+07   0.981368E+07   0.232126E+03
   0.107062E-02   0.200726E+08   0.200690E+08   0.728933E+06   0.704682E+06   0.000000E+00   0.200720E+08   0.200720E+08   0.200723E+08  -0.450947E+00   0.979269E+07   0.979198E+07   0.220361E+03
   0.118269E-02   0.200219E+08   0.200181E+08   0.484228E+06   0.445705E+06   0.000000E+00   0.200212E+08   0.200212E+08   0.200214E+08  -0.449799E+00   0.976779E+07   0.976706E+07   0.206271E+03
   0.130649E-02   0.199636E+08   0.199597E+08   0.269149E+06   0.214766E+06   0.000000E+00   0.199630E+08   0.199630E+08   0.199631E+08  -0.448483E+00   0.973927E+07   0.973852E+07   0.190357E+03
   0.144325E-02   0.198970E+08   0.198929E+08   0.181756E+06   0.123588E+06   0.000000E+00   0.198963E+08   0.198963E+08   0.198964E+08  -0.446979E+00   0.970665E+07   0.970590E+07   0.173242E+03
   0.159433E-02   0.198209E+08   0.198168E+08   0.174839E+06   0.476641E+06   0.000000E+00   0.198202E+08   0.198202E+08   0.198204E+08  -0.445267E+00   0.966944E+07   0.966869E+07   0.155741E+03
   0.176122E-02   0.197344E+08   0.197303E+08   0.117606E+06   0.388884E+06   0.000000E+00   0.197337E+08   0.197337E+08   0.197338E+08  -0.443320E+00   0.962716E+07   0.962643E+07   0.138767E+03
   0.194558E-02   0.196363E+08   0.196322E+08   0.291106E+05   0.317091E+06   0.000000E+00   0.196356E+08   0.196356E+08   0.196356E+08  -0.441113E+00   0.957923E+07   0.957851E+07   0.123113E+03
   0.214924E-02   0.195253E+08   0.195212E+08   0.243812E+05   0.258375E+06   0.000000E+00   0.195246E+08   0.195246E+08   0.195247E+08  -0.438618E+00   0.952505E+07   0.952434E+07   0.109319E+03
   0.237422E-02   0.194002E+08   0.193961E+08   0.294108E+05   0.210372E+06   0.000000E+00   0.193995E+08   0.193995E+08   0.193996E+08  -0.435806E+00   0.946398E+07   0.946329E+07   0.976536E+02
   0.262275E-02   0.192597E+08   0.192554E+08  -0.566396E+04   0.171143E+06   0.000000E+00   0.192590E+08   0.192590E+08   0.192590E+08  -0.432648E+00   0.939539E+07   0.939469E+07   0.879796E+02
   0.289729E-02   0.191023E+08   0.190979E+08   0.434466E+04   0.139099E+06   0.000000E+00   0.191016E+08   0.191016E+08   0.191016E+08  -0.429111E+00   0.931858E+07   0.931788E+07   0.797466E+02
   0.320057E-02   0.189267E+08   0.189221E+08  -0.122523E+05   0.112938E+06   0.000000E+00   0.189259E+08   0.189259E+08   0.189260E+08  -0.425164E+00   0.923287E+07   0.923218E+07   0.723115E+02
   0.353560E-02   0.187315E+08   0.187265E+08  -0.949485E+04   0.915931E+05   0.000000E+00   0.187306E+08   0.187306E+08   0.187307E+08  -0.420776E+00   0.913757E+07   0.913688E+07   0.652123E+02
   0.390571E-02   0.185151E+08   0.185099E+08  -0.173812E+05   0.741899E+05   0.000000E+00   0.185143E+08   0.185143E+08   0.185143E+08  -0.415914E+00   0.903199E+07   0.903131E+07   0.584408E+02
   0.431455E-02   0.182763E+08   0.182708E+08  -0.852014E+04   0.600112E+05   0.000000E+00   0.182753E+08   0.182753E+08   0.182753E+08  -0.410547E+00   0.891543E+07   0.891476E+07   0.522907E+02
   0.476619E-02   0.180135E+08   0.180076E+08  -0.551111E+04   0.484696E+05   0.000000E+00   0.180125E+08   0.180125E+08   0.180125E+08  -0.404642E+00   0.878720E+07   0.878653E+07   0.469584E+02
   0.526510E-02   0.177255E+08   0.177191E+08  -0.927321E+04   0.390836E+05   0.000000E+00   0.177244E+08   0.177244E+08   0.177244E+08  -0.398169E+00   0.864663E+07   0.864597E+07   0.422738E+02
   0.581624E-02   0.174109E+08   0.174039E+08  -0.786590E+04   0.314589E+05   0.000000E+00   0.174097E+08   0.174097E+08   0.174097E+08  -0.391099E+00   0.849311E+07   0.849244E+07   0.379545E+02
   0.642508E-02   0.170685E+08   0.170608E+08  -0.865245E+04   0.252722E+05   0.000000E+00   0.170672E+08   0.170672E+08   0.170672E+08  -0.383405E+00   0.832601E+07   0.832536E+07   0.340013E+02
   0.709764E-02   0.166971E+08   0.166885E+08  -0.661611E+04   0.202588E+05   0.000000E+00   0.166957E+08   0.166957E+08   0.166957E+08  -0.375059E+00   0.814477E+07   0.814412E+07   0.305292E+02
   0.784061E-02   0.162957E+08   0.162861E+08  -0.420256E+04   0.162019E+05   0.000000E+00   0.162940E+08   0.162940E+08   0.162940E+08  -0.366037E+00   0.794885E+07   0.794820E+07   0.274282E+02
   0.866135E-02   0.158631E+08   0.158523E+08  -0.345488E+04   0.129242E+05   0.000000E+00   0.158613E+08   0.158613E+08   0.158613E+08  -0.356315E+00   0.773774E+07   0.773710E+07   0.246260E+02
   0.956801E-02   0.153985E+08   0.153863E+08  -0.399556E+04   0.102805E+05   0.000000E+00   0.153965E+08   0.153965E+08   0.153965E+08  -0.345873E+00   0.751098E+07   0.751035E+07   0.221514E+02
   0.105696E-01   0.149011E+08   0.148871E+08  -0.195369E+04   0.815216E+04   0.000000E+00   0.148987E+08   0.148987E+08   0.148987E+08  -0.334692E+00   0.726817E+07   0.726754E+07   0.199386E+02
   0.116760E-01   0.143700E+08   0.143540E+08  -0.248888E+04   0.644210E+04   0.000000E+00   0.143673E+08   0.143673E+08   0.143673E+08  -0.322754E+00   0.700892E+07   0.700829E+07   0.179783E+02
   0.128982E-01   0.138047E+08   0.137865E+08  -0.156911E+04   0.507121E+04   0.000000E+00   0.138017E+08   0.138017E+08   0.138017E+08  -0.310047E+00   0.673298E+07   0.673236E+07   0.162359E+02
   0.142484E-01   0.132050E+08   0.131841E+08  -0.157544E+04   0.397496E+04   0.000000E+00   0.132015E+08   0.132015E+08   0.132015E+08  -0.296565E+00   0.644022E+07   0.643959E+07   0.146912E+02
   0.157398E-01   0.125711E+08   0.125472E+08  -0.125995E+04   0.310078E+04   0.000000E+00   0.125671E+08   0.125671E+08   0.125671E+08  -0.282312E+00   0.613071E+07   0.613008E+07   0.133159E+02
   0.173875E-01   0.119309E+08   0.119037E+08  -0.887994E+03   0.241142E+04   0.000000E+00   0.119264E+08   0.119264E+08   0.119264E+08  -0.267919E+00   0.581814E+07   0.581751E+07   0.121051E+02
   0.192076E-01   0.112362E+08   0.112054E+08  -0.838955E+03   0.186085E+04   0.000000E+00   0.112310E+08   0.112310E+08   0.112310E+08  -0.252298E+00   0.547893E+07   0.547830E+07   0.109961E+02
   0.212182E-01   0.105138E+08   0.104794E+08  -0.634717E+03   0.142674E+04   0.000000E+00   0.105080E+08   0.105080E+08   0.105080E+08  -0.236057E+00   0.512625E+07   0.512561E+07   0.998159E+01
   0.234392E-01   0.975002E+07   0.971192E+07  -0.462167E+03   0.108410E+04   0.000000E+00   0.974362E+07   0.974362E+07   0.974362E+07  -0.218885E+00   0.475334E+07   0.475270E+07   0.902578E+01
   0.258928E-01   0.898923E+07   0.894772E+07  -0.385334E+03   0.818963E+03   0.000000E+00   0.898226E+07   0.898226E+07   0.898226E+07  -0.201781E+00   0.438192E+07   0.438129E+07   0.812212E+01
   0.286032E-01   0.823766E+07   0.819333E+07  -0.289084E+03   0.614920E+03   0.000000E+00   0.823022E+07   0.823022E+07   0.823022E+07  -0.184887E+00   0.401505E+07   0.401443E+07   0.724523E+01
   0.315974E-01   0.748480E+07   0.743865E+07  -0.206732E+03   0.457789E+03   0.000000E+00   0.747705E+07   0.747705E+07   0.747705E+07  -0.167967E+00   0.364763E+07   0.364703E+07   0.636527E+01
   0.349049E-01   0.676747E+07   0.672096E+07  -0.169017E+03   0.339148E+03   0.000000E+00   0.675966E+07   0.675966E+07   0.675966E+07  -0.151852E+00   0.329766E+07   0.329709E+07   0.547996E+01
   0.385587E-01   0.610148E+07   0.605646E+07  -0.121742E+03   0.250547E+03   0.000000E+00   0.609392E+07   0.609392E+07   0.609392E+07  -0.136896E+00   0.297289E+07   0.297236E+07   0.458845E+01
   0.425950E-01   0.550496E+07   0.546353E+07  -0.826217E+02   0.185236E+03   0.000000E+00   0.549800E+07   0.549800E+07   0.549800E+07  -0.123509E+00   0.268217E+07   0.268170E+07   0.370633E+01
   0.468545E-01   0.501467E+07   0.497857E+07   0.139461E+03   0.139461E+03   0.000000E+00   0.500861E+07   0.500861E+07   0.500861E+07  -0.112515E+00   0.244341E+07   0.244300E+07   0.290551E+01
   0.511140E-01   0.462703E+07   0.459699E+07   0.108140E+03   0.108140E+03   0.000000E+00   0.462198E+07   0.462198E+07   0.462198E+07  -0.103830E+00   0.225479E+07   0.225445E+07   0.223578E+01
   0.553735E-01   0.431358E+07   0.428949E+07   0.859141E+02   0.859141E+02   0.000000E+00   0.430953E+07   0.430953E+07   0.430953E+07  -0.968111E-01   0.210236E+07   0.210207E+07   0.170709E+01
   0.596330E-01   0.404818E+07   0.402923E+07   0.695318E+02   0.695318E+02   0.000000E+00   0.404500E+07   0.404500E+07   0.404500E+07  -0.908686E-01   0.197330E+07   0.197307E+07   0.131461E+01
   0.638925E-01   0.381240E+07   0.379728E+07   0.570489E+02   0.570489E+02   0.000000E+00   0.380986E+07   0.380986E+07   0.380986E+07  -0.855862E-01   0.185859E+07   0.185839E+07   0.104480E+01
   0.681520E-01   0.359153E+07   0.357878E+07   0.472391E+02   0.472391E+02   0.000000E+00   0.358939E+07   0.358939E+07   0.358939E+07  -0.806335E-01   0.175103E+07   0.175085E+07   0.876491E+00
   0.724115E-01   0.338014E+07   0.336832E+07   0.393824E+02   0.393824E+02   0.000000E+00   0.337815E+07   0.337815E+07   0.337815E+07  -0.758882E-01   0.164799E+07   0.164782E+07   0.785062E+00
   0.766710E-01   0.316243E+07   0.315042E+07   0.328640E+02   0.328640E+02   0.000000E+00   0.316041E+07   0.316041E+07   0.316041E+07  -0.709968E-01   0.154177E+07   0.154160E+07   0.741789E+00
   0.809305E-01   0.294728E+07   0.293436E+07   0.274862E+02   0.274862E+02   0.000000E+00   0.294511E+07   0.294511E+07   0.294511E+07  -0.661602E-01   0.143674E+07   0.143656E+07   0.724270E+00
   0.851900E-01   0.274064E+07   0.272653E+07   0.230641E+02   0.230641E+02   0.000000E+00   0.273827E+07   0.273827E+07   0.273827E+07  -0.615137E-01   0.133584E+07   0.133565E+07   0.713478E+00
   0.894495E-01   0.254819E+07   0.253303E+07   0.194482E+02   0.194482E+02   0.000000E+00   0.254564E+07   0.254564E+07   0.254564E+07  -0.571864E-01   0.124187E+07   0.124168E+07   0.696074E+00
   0.957781E-01   0.229863E+07   0.228281E+07   0.152993E+02   0.152993E+02   0.000000E+00   0.229597E+07   0.229597E+07   0.229597E+07  -0.515776E-01   0.112007E+07   0.111989E+07   0.643902E+00
   0.102107E+00   0.210286E+07   0.208781E+07   0.123145E+02   0.123145E+02   0.000000E+00   0.210033E+07   0.210033E+07   0.210033E+07  -0.471828E-01   0.102463E+07   0.102446E+07   0.560165E+00
   0.108435E+00   0.195993E+07   0.194684E+07   0.101777E+02   0.101777E+02   0.000000E+00   0.195773E+07   0.195773E+07   0.195773E+07  -0.439793E-01   0.955061E+06   0.954912E+06   0.459681E+00
   0.114764E+00   0.185308E+07   0.184250E+07   0.859218E+01   0.859218E+01   0.000000E+00   0.185131E+07   0.185131E+07   0.185131E+07  -0.415885E-01   0.903140E+06   0.903015E+06   0.362499E+00
   0.121093E+00   0.176278E+07   0.175448E+07   0.734270E+01   0.734270E+01   0.000000E+00   0.176139E+07   0.176139E+07   0.176139E+07  -0.395685E-01   0.859272E+06   0.859168E+06   0.285078E+00
   0.127422E+00   0.167529E+07   0.166851E+07   0.630299E+01   0.630299E+01   0.000000E+00   0.167415E+07   0.167415E+07   0.167415E+07  -0.376088E-01   0.816713E+06   0.816623E+06   0.235222E+00
   0.133750E+00   0.158180E+07   0.157557E+07   0.540147E+01   0.540147E+01   0.000000E+00   0.158075E+07   0.158075E+07   0.158075E+07  -0.355106E-01   0.771148E+06   0.771064E+06   0.211062E+00
   0.140079E+00   0.148039E+07   0.147394E+07   0.460841E+01   0.460841E+01   0.000000E+00   0.147931E+07   0.147931E+07   0.147931E+07  -0.332318E-01   0.721664E+06   0.721578E+06   0.204012E+00
   0.146408E+00   0.137747E+07   0.137042E+07   0.392482E+01   0.392482E+01   0.000000E+00   0.137629E+07   0.137629E+07   0.137629E+07  -0.309175E-01   0.671406E+06   0.671317E+06   0.203419E+00
   0.152736E+00   0.128188E+07   0.127429E+07   0.335558E+01   0.335558E+01   0.000000E+00   0.128060E+07   0.128060E+07   0.128060E+07  -0.287680E-01   0.624729E+06   0.624637E+06   0.200417E+00
   0.159065E+00   0.119954E+07   0.119181E+07   0.289491E+01   0.289491E+01   0.000000E+00   0.119825E+07   0.119825E+07   0.119825E+07  -0.269179E-01   0.584553E+06   0.584462E+06   0.190197E+00
   0.165394E+00   0.113315E+07   0.112577E+07   0.252937E+01   0.252937E+01   0.000000E+00   0.113191E+07   0.113191E+07   0.113191E+07  -0.254277E-01   0.552191E+06   0.552106E+06   0.172522E+00
   0.171722E+00   0.108188E+07   0.107524E+07   0.224034E+01   0.224034E+01   0.000000E+00   0.108076E+07   0.108076E+07   0.108076E+07  -0.242787E-01   0.527239E+06   0.527161E+06   0.150505E+00
   0.178051E+00   0.104100E+07   0.103528E+07   0.200539E+01   0.200539E+01   0.000000E+00   0.104004E+07   0.104004E+07   0.104004E+07  -0.233639E-01   0.507371E+06   0.507303E+06   0.128512E+00
   0.184380E+00   0.100424E+07   0.999340E+06   0.180423E+01   0.180423E+01   0.000000E+00   0.100342E+07   0.100342E+07   0.100342E+07  -0.225411E-01   0.489504E+06   0.489443E+06   0.110274E+00
   0.190708E+00   0.966665E+06   0.962316E+06   0.162348E+01   0.162348E+01   0.000000E+00   0.965935E+06   0.965935E+06   0.965935E+06  -0.216991E-01   0.471219E+06   0.471163E+06   0.977416E-01
   0.197037E+00   0.925837E+06   0.921710E+06   0.145664E+01   0.145664E+01   0.000000E+00   0.925144E+06   0.925144E+06   0.925144E+06  -0.207828E-01   0.451320E+06   0.451266E+06   0.907891E-01
   0.203366E+00   0.882079E+06   0.877908E+06   0.130270E+01   0.130270E+01   0.000000E+00   0.881379E+06   0.881379E+06   0.881379E+06  -0.197996E-01   0.429970E+06   0.429917E+06   0.877285E-01
   0.209694E+00   0.837856E+06   0.833515E+06   0.116374E+01   0.116374E+01   0.000000E+00   0.837127E+06   0.837127E+06   0.837127E+06  -0.188056E-01   0.408383E+06   0.408329E+06   0.862396E-01
   0.216023E+00   0.796032E+06   0.791545E+06   0.104173E+01   0.104173E+01   0.000000E+00   0.795279E+06   0.795279E+06   0.795279E+06  -0.178655E-01   0.387968E+06   0.387914E+06   0.842597E-01
   0.222352E+00   0.758840E+06   0.754339E+06   0.937289E+00   0.937289E+00   0.000000E+00   0.758084E+06   0.758084E+06   0.758084E+06  -0.170299E-01   0.369823E+06   0.369770E+06   0.805963E-01
   0.228680E+00   0.727504E+06   0.723160E+06   0.849531E+00   0.849531E+00   0.000000E+00   0.726774E+06   0.726774E+06   0.726774E+06  -0.163266E-01   0.354549E+06   0.354498E+06   0.751129E-01
   0.235009E+00   0.701588E+06   0.697541E+06   0.775764E+00   0.775764E+00   0.000000E+00   0.700909E+06   0.700909E+06   0.700909E+06  -0.157455E-01   0.341931E+06   0.341883E+06   0.684828E-01
   0.241338E+00   0.679278E+06   0.675587E+06   0.712259E+00   0.712259E+00   0.000000E+00   0.678659E+06   0.678659E+06   0.678659E+06  -0.152457E-01   0.331076E+06   0.331031E+06   0.617425E-01
   0.247667E+00   0.658663E+06   0.655302E+06   0.655834E+00   0.655834E+00   0.000000E+00   0.658099E+06   0.658099E+06   0.658099E+06  -0.147838E-01   0.321046E+06   0.321004E+06   0.558575E-01
   0.253995E+00   0.638207E+06   0.635087E+06   0.604215E+00   0.604215E+00   0.000000E+00   0.637683E+06   0.637683E+06   0.637683E+06  -0.143252E-01   0.311086E+06   0.311047E+06   0.513926E-01
   0.260324E+00   0.616820E+06   0.613828E+06   0.555922E+00   0.555922E+00   0.000000E+00   0.616317E+06   0.616317E+06   0.616317E+06  -0.138452E-01   0.300663E+06   0.300625E+06   0.483910E-01
   0.266653E+00   0.594447E+06   0.591489E+06   0.510618E+00   0.510618E+00   0.000000E+00   0.593950E+06   0.593950E+06   0.593950E+06  -0.133427E-01   0.289752E+06   0.289714E+06   0.464856E-01
   0.272981E+00   0.572002E+06   0.569027E+06   0.468802E+00   0.468802E+00   0.000000E+00   0.571502E+06   0.571502E+06   0.571502E+06  -0.128385E-01   0.278801E+06   0.278764E+06   0.451146E-01
   0.279310E+00   0.550505E+06   0.547514E+06   0.430953E+00   0.430953E+00   0.000000E+00   0.550003E+06   0.550003E+06   0.550003E+06  -0.123555E-01   0.268313E+06   0.268276E+06   0.437354E-01
   0.285639E+00   0.530725E+06   0.527757E+06   0.397251E+00   0.397251E+00   0.000000E+00   0.530226E+06   0.530226E+06   0.530226E+06  -0.119112E-01   0.258665E+06   0.258629E+06   0.419980E-01
   0.291967E+00   0.513123E+06   0.510235E+06   0.367604E+00   0.367604E+00   0.000000E+00   0.512638E+06   0.512638E+06   0.512638E+06  -0.115161E-01   0.250085E+06   0.250050E+06   0.398175E-01
   0.298296E+00   0.497615E+06   0.494853E+06   0.341532E+00   0.341532E+00   0.000000E+00   0.497151E+06   0.497151E+06   0.497151E+06  -0.111682E-01   0.242530E+06   0.242496E+06   0.373306E-01
   0.304625E+00   0.483657E+06   0.481048E+06   0.318311E+00   0.318311E+00   0.000000E+00   0.483219E+06   0.483219E+06   0.483219E+06  -0.108552E-01   0.235733E+06   0.235701E+06   0.347934E-01
