#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.194493E-03   0.202846E+08   0.202844E+08   0.221087E+08   0.219698E+08   0.202712E+08   0.202845E+08   0.202846E+08   0.202904E+08  -0.458232E+00   0.992447E+07   0.992440E+07   0.118112E+03
   0.214755E-03   0.202824E+08   0.202821E+08   0.211415E+08   0.209778E+08   0.202655E+08   0.202822E+08   0.202823E+08   0.202879E+08  -0.458169E+00   0.992334E+07   0.992325E+07   0.128951E+03
   0.237129E-03   0.202796E+08   0.202793E+08   0.200152E+08   0.198240E+08   0.202585E+08   0.202795E+08   0.202796E+08   0.202848E+08  -0.458093E+00   0.992196E+07   0.992186E+07   0.140447E+03
   0.261834E-03   0.202763E+08   0.202759E+08   0.187173E+08   0.184960E+08   0.202500E+08   0.202761E+08   0.202762E+08   0.202811E+08  -0.458001E+00   0.992029E+07   0.992017E+07   0.152527E+03
   0.289112E-03   0.202723E+08   0.202718E+08   0.172408E+08   0.169878E+08   0.202398E+08   0.202720E+08   0.202722E+08   0.202766E+08  -0.457891E+00   0.991828E+07   0.991813E+07   0.165072E+03
   0.319233E-03   0.202674E+08   0.202668E+08   0.155880E+08   0.153028E+08   0.202273E+08   0.202671E+08   0.202673E+08   0.202713E+08  -0.457759E+00   0.991584E+07   0.991567E+07   0.177912E+03
   0.352491E-03   0.202616E+08   0.202608E+08   0.137743E+08   0.134587E+08   0.202122E+08   0.202612E+08   0.202615E+08   0.202649E+08  -0.457602E+00   0.991290E+07   0.991270E+07   0.190808E+03
   0.389215E-03   0.202545E+08   0.202536E+08   0.118334E+08   0.114921E+08   0.201940E+08   0.202541E+08   0.202544E+08   0.202572E+08  -0.457415E+00   0.990936E+07   0.990913E+07   0.203451E+03
   0.429764E-03   0.202461E+08   0.202450E+08   0.982120E+07   0.946242E+07   0.201719E+08   0.202456E+08   0.202459E+08   0.202481E+08  -0.457193E+00   0.990512E+07   0.990484E+07   0.215455E+03
   0.474538E-03   0.202360E+08   0.202347E+08   0.781763E+07   0.745387E+07   0.201453E+08   0.202353E+08   0.202358E+08   0.202374E+08  -0.456933E+00   0.990004E+07   0.989972E+07   0.226362E+03
   0.523976E-03   0.202239E+08   0.202224E+08   0.592400E+07   0.557186E+07   0.201133E+08   0.202231E+08   0.202236E+08   0.202247E+08  -0.456627E+00   0.989398E+07   0.989362E+07   0.235660E+03
   0.578566E-03   0.202095E+08   0.202078E+08   0.425250E+07   0.393143E+07   0.200748E+08   0.202086E+08   0.202093E+08   0.202097E+08  -0.456270E+00   0.988679E+07   0.988637E+07   0.242819E+03
   0.638842E-03   0.201926E+08   0.201905E+08   0.290581E+07   0.263534E+07   0.200286E+08   0.201914E+08   0.201922E+08   0.201922E+08  -0.455855E+00   0.987827E+07   0.987780E+07   0.247339E+03
   0.705398E-03   0.201725E+08   0.201702E+08   0.194775E+07   0.174302E+07   0.199735E+08   0.201712E+08   0.201721E+08   0.201717E+08  -0.455374E+00   0.986824E+07   0.986771E+07   0.248818E+03
   0.778888E-03   0.201489E+08   0.201463E+08   0.137244E+07   0.123882E+07   0.199078E+08   0.201474E+08   0.201485E+08   0.201477E+08  -0.454817E+00   0.985646E+07   0.985589E+07   0.247012E+03
   0.860035E-03   0.201214E+08   0.201184E+08   0.108855E+07   0.101749E+07   0.198298E+08   0.201195E+08   0.201209E+08   0.201198E+08  -0.454174E+00   0.984271E+07   0.984209E+07   0.241887E+03
   0.949635E-03   0.200892E+08   0.200860E+08   0.940481E+06   0.909619E+06   0.197376E+08   0.200870E+08   0.200887E+08   0.200873E+08  -0.453431E+00   0.982671E+07   0.982604E+07   0.233615E+03
   0.104857E-02   0.200518E+08   0.200483E+08   0.777405E+06   0.757663E+06   0.196289E+08   0.200493E+08   0.200513E+08   0.200495E+08  -0.452571E+00   0.980816E+07   0.980746E+07   0.222528E+03
   0.115781E-02   0.200085E+08   0.200048E+08   0.543357E+06   0.511665E+06   0.195015E+08   0.200055E+08   0.200079E+08   0.200057E+08  -0.451578E+00   0.978670E+07   0.978598E+07   0.209047E+03
   0.127844E-02   0.199585E+08   0.199546E+08   0.311805E+06   0.261975E+06   0.193531E+08   0.199550E+08   0.199579E+08   0.199551E+08  -0.450432E+00   0.976195E+07   0.976121E+07   0.193648E+03
   0.141163E-02   0.199009E+08   0.198968E+08   0.193537E+06   0.135345E+06   0.191820E+08   0.198968E+08   0.199002E+08   0.198969E+08  -0.449114E+00   0.973347E+07   0.973272E+07   0.176912E+03
   0.155869E-02   0.198347E+08   0.198306E+08   0.179536E+06   0.499029E+06   0.189860E+08   0.198300E+08   0.198340E+08   0.198301E+08  -0.447603E+00   0.970078E+07   0.970003E+07   0.159596E+03
   0.172108E-02   0.197589E+08   0.197547E+08   0.140457E+06   0.407738E+06   0.187635E+08   0.197535E+08   0.197582E+08   0.197536E+08  -0.445874E+00   0.966338E+07   0.966265E+07   0.142597E+03
   0.190039E-02   0.196724E+08   0.196682E+08   0.472915E+05   0.332962E+06   0.185132E+08   0.196662E+08   0.196717E+08   0.196662E+08  -0.443901E+00   0.962072E+07   0.962000E+07   0.126739E+03
   0.209838E-02   0.195740E+08   0.195698E+08   0.198145E+05   0.271728E+06   0.182344E+08   0.195669E+08   0.195733E+08   0.195669E+08  -0.441658E+00   0.957220E+07   0.957149E+07   0.112611E+03
   0.231699E-02   0.194623E+08   0.194582E+08   0.358177E+05   0.221599E+06   0.179266E+08   0.194544E+08   0.194616E+08   0.194544E+08  -0.439117E+00   0.951722E+07   0.951652E+07   0.100547E+03
   0.255838E-02   0.193363E+08   0.193320E+08   0.858196E+03   0.180577E+06   0.175899E+08   0.193273E+08   0.193355E+08   0.193273E+08  -0.436247E+00   0.945513E+07   0.945444E+07   0.905211E+02
   0.282492E-02   0.191944E+08   0.191899E+08   0.170041E+04   0.147022E+06   0.172243E+08   0.191843E+08   0.191936E+08   0.191843E+08  -0.433018E+00   0.938530E+07   0.938460E+07   0.820658E+02
   0.311923E-02   0.190354E+08   0.190306E+08  -0.623594E+04   0.119588E+06   0.168293E+08   0.190241E+08   0.190346E+08   0.190241E+08  -0.429402E+00   0.930707E+07   0.930637E+07   0.745433E+02
   0.344419E-02   0.188579E+08   0.188529E+08  -0.105961E+05   0.971707E+05   0.164043E+08   0.188454E+08   0.188570E+08   0.188454E+08  -0.425368E+00   0.921979E+07   0.921909E+07   0.674276E+02
   0.380302E-02   0.186606E+08   0.186553E+08  -0.170427E+05   0.788651E+05   0.159481E+08   0.186468E+08   0.186597E+08   0.186469E+08  -0.420885E+00   0.912281E+07   0.912212E+07   0.605935E+02
   0.419923E-02   0.184421E+08   0.184365E+08  -0.712626E+04   0.639275E+05   0.154601E+08   0.184271E+08   0.184412E+08   0.184271E+08  -0.415924E+00   0.901548E+07   0.901480E+07   0.542905E+02
   0.463671E-02   0.182012E+08   0.181952E+08  -0.847316E+04   0.517479E+05   0.149398E+08   0.181847E+08   0.182002E+08   0.181847E+08  -0.410454E+00   0.889713E+07   0.889645E+07   0.487819E+02
   0.511978E-02   0.179364E+08   0.179299E+08  -0.104007E+05   0.418258E+05   0.143885E+08   0.179185E+08   0.179353E+08   0.179185E+08  -0.404445E+00   0.876711E+07   0.876643E+07   0.439882E+02
   0.565317E-02   0.176470E+08   0.176398E+08  -0.731251E+04   0.337516E+05   0.137829E+08   0.176275E+08   0.176458E+08   0.176275E+08  -0.397876E+00   0.862498E+07   0.862431E+07   0.396140E+02
   0.624213E-02   0.173305E+08   0.173226E+08  -0.696332E+04   0.271863E+05   0.131557E+08   0.173094E+08   0.173292E+08   0.173094E+08  -0.390696E+00   0.846963E+07   0.846896E+07   0.355681E+02
   0.689245E-02   0.169861E+08   0.169773E+08  -0.556408E+04   0.218548E+05   0.124949E+08   0.169634E+08   0.169846E+08   0.169634E+08  -0.382885E+00   0.830060E+07   0.829994E+07   0.319841E+02
   0.761052E-02   0.166125E+08   0.166026E+08  -0.562238E+04   0.175307E+05   0.118093E+08   0.165881E+08   0.166108E+08   0.165881E+08  -0.374414E+00   0.811727E+07   0.811662E+07   0.288133E+02
   0.840340E-02   0.162082E+08   0.161972E+08  -0.462231E+04   0.140286E+05   0.111077E+08   0.161822E+08   0.162064E+08   0.161822E+08  -0.365254E+00   0.791900E+07   0.791834E+07   0.259357E+02
   0.927889E-02   0.157722E+08   0.157597E+08  -0.345625E+04   0.111964E+05   0.103900E+08   0.157447E+08   0.157701E+08   0.157447E+08  -0.355377E+00   0.770519E+07   0.770454E+07   0.233801E+02
   0.102456E-01   0.153033E+08   0.152890E+08  -0.321220E+04   0.891004E+04   0.965626E+07   0.152742E+08   0.153009E+08   0.152742E+08  -0.344757E+00   0.747528E+07   0.747463E+07   0.211026E+02
   0.113130E-01   0.148001E+08   0.147837E+08  -0.264965E+04   0.706750E+04   0.891352E+07   0.147695E+08   0.147973E+08   0.147695E+08  -0.333366E+00   0.722866E+07   0.722801E+07   0.190726E+02
   0.124916E-01   0.142616E+08   0.142428E+08  -0.197832E+04   0.558563E+04   0.816961E+07   0.142296E+08   0.142584E+08   0.142296E+08  -0.321180E+00   0.696477E+07   0.696413E+07   0.172684E+02
   0.137930E-01   0.136869E+08   0.136654E+08  -0.179608E+04   0.439652E+04   0.743056E+07   0.136537E+08   0.136833E+08   0.136537E+08  -0.308181E+00   0.668324E+07   0.668259E+07   0.156627E+02
   0.152300E-01   0.130755E+08   0.130510E+08  -0.141697E+04   0.344476E+04   0.669934E+07   0.130412E+08   0.130714E+08   0.130412E+08  -0.294357E+00   0.638382E+07   0.638317E+07   0.142291E+02
   0.168167E-01   0.124421E+08   0.124142E+08  -0.107645E+04   0.268835E+04   0.599299E+07   0.124069E+08   0.124374E+08   0.124069E+08  -0.280039E+00   0.607366E+07   0.607300E+07   0.129542E+02
   0.185687E-01   0.117620E+08   0.117305E+08  -0.940330E+03   0.208430E+04   0.530349E+07   0.117262E+08   0.117567E+08   0.117262E+08  -0.264675E+00   0.574077E+07   0.574011E+07   0.117917E+02
   0.205033E-01   0.110500E+08   0.110147E+08  -0.585488E+03   0.160591E+04   0.464447E+07   0.110138E+08   0.110441E+08   0.110138E+08  -0.248596E+00   0.539233E+07   0.539167E+07   0.107253E+02
   0.226393E-01   0.103004E+08   0.102612E+08  -0.520813E+03   0.122769E+04   0.401811E+07   0.102641E+08   0.102938E+08   0.102641E+08  -0.231674E+00   0.502559E+07   0.502493E+07   0.972382E+01
   0.249980E-01   0.953997E+07   0.949716E+07  -0.398210E+03   0.932499E+03   0.343912E+07   0.950394E+07   0.953278E+07   0.950394E+07  -0.214516E+00   0.465367E+07   0.465301E+07   0.877071E+01
   0.276023E-01   0.877772E+07   0.873188E+07  -0.283547E+03   0.703635E+03   0.291147E+07   0.874230E+07   0.877002E+07   0.874230E+07  -0.197324E+00   0.428098E+07   0.428033E+07   0.784300E+01
   0.304780E-01   0.801699E+07   0.796912E+07  -0.242223E+03   0.527037E+03   0.243596E+07   0.798258E+07   0.800895E+07   0.798258E+07  -0.180177E+00   0.390919E+07   0.390856E+07   0.691555E+01
   0.336533E-01   0.727841E+07   0.722993E+07  -0.163903E+03   0.392405E+03   0.201708E+07   0.724541E+07   0.727027E+07   0.724541E+07  -0.163538E+00   0.354839E+07   0.354779E+07   0.597871E+01
   0.371593E-01   0.658863E+07   0.654141E+07  -0.124426E+03   0.291322E+03   0.165820E+07   0.655740E+07   0.658070E+07   0.655740E+07  -0.148009E+00   0.321162E+07   0.321106E+07   0.503493E+01
   0.410307E-01   0.596454E+07   0.592073E+07  -0.109137E+03   0.216302E+03   0.135741E+07   0.593542E+07   0.595719E+07   0.593542E+07  -0.133970E+00   0.290715E+07   0.290664E+07   0.409818E+01
   0.451338E-01   0.544369E+07   0.540514E+07   0.163159E+03   0.163159E+03   0.112015E+07   0.541679E+07   0.543722E+07   0.541679E+07  -0.122264E+00   0.265324E+07   0.265280E+07   0.323995E+01
   0.492368E-01   0.503181E+07   0.499937E+07   0.126739E+03   0.126739E+03   0.941278E+06   0.500703E+07   0.502636E+07   0.500703E+07  -0.113015E+00   0.245263E+07   0.245225E+07   0.251715E+01
   0.533399E-01   0.469992E+07   0.467358E+07   0.100882E+03   0.100882E+03   0.803163E+06   0.467708E+07   0.469550E+07   0.467708E+07  -0.105567E+00   0.229108E+07   0.229077E+07   0.194144E+01
   0.574430E-01   0.442048E+07   0.439950E+07   0.818253E+02   0.818253E+02   0.693100E+06   0.439934E+07   0.441696E+07   0.439934E+07  -0.992984E-01   0.215509E+07   0.215483E+07   0.150887E+01
   0.615460E-01   0.417197E+07   0.415509E+07   0.672797E+02   0.672797E+02   0.602549E+06   0.415226E+07   0.416914E+07   0.415226E+07  -0.937216E-01   0.203411E+07   0.203389E+07   0.120615E+01
   0.656491E-01   0.393779E+07   0.392352E+07   0.558172E+02   0.558172E+02   0.525737E+06   0.391926E+07   0.393539E+07   0.391926E+07  -0.884624E-01   0.192002E+07   0.191982E+07   0.101210E+01
   0.697522E-01   0.370617E+07   0.369305E+07   0.465360E+02   0.465360E+02   0.458887E+06   0.368861E+07   0.370397E+07   0.368861E+07  -0.832564E-01   0.180706E+07   0.180688E+07   0.900602E+00
   0.738552E-01   0.347849E+07   0.346532E+07   0.389573E+02   0.389573E+02   0.400621E+06   0.346172E+07   0.347627E+07   0.346172E+07  -0.781352E-01   0.169595E+07   0.169576E+07   0.845616E+00
   0.779583E-01   0.325015E+07   0.323613E+07   0.326664E+02   0.326664E+02   0.349133E+06   0.323408E+07   0.324780E+07   0.323408E+07  -0.729971E-01   0.158445E+07   0.158426E+07   0.820508E+00
   0.820614E-01   0.303025E+07   0.301503E+07   0.274835E+02   0.274835E+02   0.304379E+06   0.301480E+07   0.302769E+07   0.301480E+07  -0.680478E-01   0.147705E+07   0.147686E+07   0.805362E+00
   0.861644E-01   0.282405E+07   0.280772E+07   0.232291E+02   0.232291E+02   0.265882E+06   0.280921E+07   0.282130E+07   0.280921E+07  -0.634073E-01   0.137635E+07   0.137615E+07   0.785174E+00
   0.922246E-01   0.255481E+07   0.253769E+07   0.183406E+02   0.183406E+02   0.219481E+06   0.254090E+07   0.255193E+07   0.254090E+07  -0.573511E-01   0.124492E+07   0.124472E+07   0.729415E+00
   0.982848E-01   0.233943E+07   0.232297E+07   0.147864E+02   0.147864E+02   0.184207E+06   0.232648E+07   0.233667E+07   0.232648E+07  -0.525116E-01   0.113989E+07   0.113970E+07   0.640330E+00
   0.104345E+00   0.217991E+07   0.216537E+07   0.122249E+02   0.122249E+02   0.157963E+06   0.216791E+07   0.217747E+07   0.216791E+07  -0.489324E-01   0.106221E+07   0.106204E+07   0.531807E+00
   0.110405E+00   0.206122E+07   0.204928E+07   0.103267E+02   0.103267E+02   0.137963E+06   0.205012E+07   0.205922E+07   0.205012E+07  -0.462738E-01   0.100451E+07   0.100437E+07   0.424488E+00
   0.116465E+00   0.196239E+07   0.195292E+07   0.883644E+01   0.883644E+01   0.121722E+06   0.195209E+07   0.196080E+07   0.195209E+07  -0.440611E-01   0.956483E+06   0.956366E+06   0.336324E+00
   0.122525E+00   0.186783E+07   0.186010E+07   0.760013E+01   0.760013E+01   0.107686E+06   0.185821E+07   0.186653E+07   0.185821E+07  -0.419420E-01   0.910491E+06   0.910389E+06   0.276910E+00
   0.128586E+00   0.176829E+07   0.176132E+07   0.653309E+01   0.653309E+01   0.950128E+05   0.175920E+07   0.176712E+07   0.175920E+07  -0.397074E-01   0.861989E+06   0.861894E+06   0.245814E+00
   0.134646E+00   0.166065E+07   0.165357E+07   0.559526E+01   0.559526E+01   0.833655E+05   0.165200E+07   0.165946E+07   0.165200E+07  -0.372878E-01   0.809470E+06   0.809375E+06   0.234898E+00
   0.140706E+00   0.154951E+07   0.154183E+07   0.478019E+01   0.478019E+01   0.728422E+05   0.154123E+07   0.154822E+07   0.154123E+07  -0.347875E-01   0.755201E+06   0.755103E+06   0.232931E+00
   0.146766E+00   0.144401E+07   0.143573E+07   0.409390E+01   0.409390E+01   0.637079E+05   0.143609E+07   0.144262E+07   0.143609E+07  -0.324143E-01   0.703688E+06   0.703587E+06   0.229943E+00
   0.152826E+00   0.135187E+07   0.134334E+07   0.353440E+01   0.353440E+01   0.560917E+05   0.134431E+07   0.135043E+07   0.134431E+07  -0.303427E-01   0.658720E+06   0.658619E+06   0.219933E+00
   0.158886E+00   0.127651E+07   0.126826E+07   0.308756E+01   0.308756E+01   0.499104E+05   0.126932E+07   0.127512E+07   0.126932E+07  -0.286502E-01   0.621980E+06   0.621884E+06   0.201676E+00
   0.164947E+00   0.121736E+07   0.120983E+07   0.273224E+01   0.273224E+01   0.449370E+05   0.121055E+07   0.121610E+07   0.121055E+07  -0.273237E-01   0.593185E+06   0.593097E+06   0.177835E+00
   0.171007E+00   0.117053E+07   0.116397E+07   0.244447E+01   0.244447E+01   0.408637E+05   0.116409E+07   0.116943E+07   0.116409E+07  -0.262748E-01   0.570417E+06   0.570339E+06   0.152971E+00
   0.177067E+00   0.112993E+07   0.112430E+07   0.220116E+01   0.220116E+01   0.373654E+05   0.112382E+07   0.112899E+07   0.112382E+07  -0.253660E-01   0.550688E+06   0.550619E+06   0.131406E+00
   0.183127E+00   0.108963E+07   0.108466E+07   0.198462E+01   0.198462E+01   0.341816E+05   0.108380E+07   0.108879E+07   0.108380E+07  -0.244628E-01   0.531081E+06   0.531017E+06   0.115753E+00
   0.189187E+00   0.104607E+07   0.104144E+07   0.178523E+01   0.178523E+01   0.311721E+05   0.104050E+07   0.104530E+07   0.104050E+07  -0.234853E-01   0.509862E+06   0.509802E+06   0.106414E+00
   0.195247E+00   0.998958E+06   0.994345E+06   0.160058E+01   0.160058E+01   0.283136E+05   0.993594E+06   0.998184E+06   0.993594E+06  -0.224266E-01   0.486881E+06   0.486822E+06   0.101938E+00
   0.201308E+00   0.950468E+06   0.945692E+06   0.143248E+01   0.143248E+01   0.256543E+05   0.945293E+06   0.949666E+06   0.945293E+06  -0.213364E-01   0.463215E+06   0.463155E+06   0.999042E-01
   0.207368E+00   0.903705E+06   0.898751E+06   0.128346E+01   0.128346E+01   0.232565E+05   0.898711E+06   0.902874E+06   0.898711E+06  -0.202850E-01   0.440391E+06   0.440330E+06   0.979103E-01
   0.213428E+00   0.861346E+06   0.856327E+06   0.115475E+01   0.115475E+01   0.211588E+05   0.856531E+06   0.860503E+06   0.856531E+06  -0.193330E-01   0.419723E+06   0.419663E+06   0.943391E-01
   0.219488E+00   0.825005E+06   0.820101E+06   0.104578E+01   0.104578E+01   0.193665E+05   0.820373E+06   0.824181E+06   0.820373E+06  -0.185168E-01   0.402006E+06   0.401948E+06   0.886972E-01
   0.225548E+00   0.794849E+06   0.790228E+06   0.954156E+00   0.954156E+00   0.178496E+05   0.790400E+06   0.794073E+06   0.790400E+06  -0.178403E-01   0.387319E+06   0.387264E+06   0.814903E-01
   0.231608E+00   0.769427E+06   0.765183E+06   0.875980E+00   0.875980E+00   0.165462E+05   0.765155E+06   0.768714E+06   0.765155E+06  -0.172705E-01   0.374949E+06   0.374898E+06   0.737855E-01
   0.237668E+00   0.746460E+06   0.742597E+06   0.807093E+00   0.807093E+00   0.153864E+05   0.742355E+06   0.745812E+06   0.742355E+06  -0.167559E-01   0.363777E+06   0.363729E+06   0.667103E-01
   0.243729E+00   0.724037E+06   0.720476E+06   0.744434E+00   0.744434E+00   0.143177E+05   0.720083E+06   0.723439E+06   0.720083E+06  -0.162532E-01   0.352864E+06   0.352819E+06   0.610610E-01
   0.249789E+00   0.700976E+06   0.697599E+06   0.686188E+00   0.686188E+00   0.133095E+05   0.697157E+06   0.700409E+06   0.697157E+06  -0.157357E-01   0.341630E+06   0.341587E+06   0.570940E-01
   0.255849E+00   0.676794E+06   0.673487E+06   0.631496E+00   0.631496E+00   0.123482E+05   0.673097E+06   0.676239E+06   0.673097E+06  -0.151926E-01   0.329840E+06   0.329798E+06   0.545443E-01
   0.261909E+00   0.651948E+06   0.648634E+06   0.580468E+00   0.580468E+00   0.114389E+05   0.648363E+06   0.651391E+06   0.648363E+06  -0.146343E-01   0.317720E+06   0.317679E+06   0.528308E-01
   0.267969E+00   0.627639E+06   0.624299E+06   0.533813E+00   0.533813E+00   0.105982E+05   0.624160E+06   0.627078E+06   0.624160E+06  -0.140881E-01   0.305861E+06   0.305820E+06   0.513189E-01
   0.274029E+00   0.605007E+06   0.601670E+06   0.492041E+00   0.492041E+00   0.983900E+04   0.601632E+06   0.604446E+06   0.601632E+06  -0.135796E-01   0.294822E+06   0.294782E+06   0.495253E-01
   0.280090E+00   0.584641E+06   0.581366E+06   0.455118E+00   0.455118E+00   0.916347E+04   0.581370E+06   0.584091E+06   0.581370E+06  -0.131222E-01   0.284894E+06   0.284854E+06   0.472338E-01
   0.286150E+00   0.566630E+06   0.563476E+06   0.422614E+00   0.422614E+00   0.856549E+04   0.563461E+06   0.566100E+06   0.563461E+06  -0.127180E-01   0.276118E+06   0.276080E+06   0.445047E-01
   0.292210E+00   0.550628E+06   0.547635E+06   0.393830E+00   0.393830E+00   0.803308E+04   0.547560E+06   0.550125E+06   0.547560E+06  -0.123591E-01   0.268326E+06   0.268289E+06   0.415888E-01
